REF_DATE,GEO,Products and product groups,UOM,COORDINATE,VALUE
2012-07-01,Canada,Goods,2002=100,2.274,113.2
2012-07-01,Canada,Services,2002=100,2.282,129.7
2012-08-01,Canada,All-items,2002=100,2.2,121.8
2012-08-01,Canada,Food,2002=100,2.3,131.7
2012-08-01,Canada,Mortgage interest cost,2002=100,2.85,108.8
2012-08-01,Canada,Transportation,2002=100,2.176,127.5
2012-08-01,Canada,All-items excluding food,2002=100,2.284,119.9
2012-08-01,Canada,All-items excluding food and energy,2002=100,2.285,116
2012-08-01,Canada,Energy,2002=100,2.288,159.2
2012-08-01,Canada,Goods,2002=100,2.274,114
2012-08-01,Canada,Services,2002=100,2.282,129.6
2012-09-01,Canada,All-items,2002=100,2.2,122
2012-09-01,Canada,Food,2002=100,2.3,130.3
2012-09-01,Canada,Mortgage interest cost,2002=100,2.85,108.2
2012-09-01,Canada,Transportation,2002=100,2.176,128.3
2012-09-01,Canada,All-items excluding food,2002=100,2.284,120.3
2012-09-01,Canada,All-items excluding food and energy,2002=100,2.285,116.4
2012-09-01,Canada,Energy,2002=100,2.288,160.6
2012-09-01,Canada,Goods,2002=100,2.274,114.2
2012-09-01,Canada,Services,2002=100,2.282,129.8
2012-10-01,Canada,All-items,2002=100,2.2,122.2
2012-10-01,Canada,Food,2002=100,2.3,130.5
2012-10-01,Canada,Mortgage interest cost,2002=100,2.85,107.8
2012-10-01,Canada,Transportation,2002=100,2.176,128.6
2012-10-01,Canada,All-items excluding food,2002=100,2.284,120.5
2012-10-01,Canada,All-items excluding food and energy,2002=100,2.285,116.7
2012-10-01,Canada,Energy,2002=100,2.288,159.5
2012-10-01,Canada,Goods,2002=100,2.274,114.5
2012-10-01,Canada,Services,2002=100,2.282,129.8
2012-11-01,Canada,All-items,2002=100,2.2,121.9
2012-11-01,Canada,Food,2002=100,2.3,131.4
2012-11-01,Canada,Mortgage interest cost,2002=100,2.85,107.5
2012-11-01,Canada,Transportation,2002=100,2.176,127.3
2012-11-01,Canada,All-items excluding food,2002=100,2.284,120
2012-11-01,Canada,All-items excluding food and energy,2002=100,2.285,116.7
2012-11-01,Canada,Energy,2002=100,2.288,153.8
2012-11-01,Canada,Goods,2002=100,2.274,113.8
2012-11-01,Canada,Services,2002=100,2.282,129.9
2012-12-01,Canada,All-items,2002=100,2.2,121.2
2012-12-01,Canada,Food,2002=100,2.3,131.2
2012-12-01,Canada,Mortgage interest cost,2002=100,2.85,106.8
2012-12-01,Canada,Transportation,2002=100,2.176,125.8
2012-12-01,Canada,All-items excluding food,2002=100,2.284,119.2
2012-12-01,Canada,All-items excluding food and energy,2002=100,2.285,116
2012-12-01,Canada,Energy,2002=100,2.288,151.9
2012-12-01,Canada,Goods,2002=100,2.274,112.6
2012-12-01,Canada,Services,2002=100,2.282,129.7
2013-01-01,Canada,All-items,2002=100,2.2,121.3
2013-01-01,Canada,Food,2002=100,2.3,131.6
2013-01-01,Canada,Mortgage interest cost,2002=100,2.85,106.2
2013-01-01,Canada,Transportation,2002=100,2.176,126.7
2013-01-01,Canada,All-items excluding food,2002=100,2.284,119.2
2013-01-01,Canada,All-items excluding food and energy,2002=100,2.285,115.9
2013-01-01,Canada,Energy,2002=100,2.288,152.8
2013-01-01,Canada,Goods,2002=100,2.274,112.9
2013-01-01,Canada,Services,2002=100,2.282,129.6
2013-02-01,Canada,All-items,2002=100,2.2,122.7
2013-02-01,Canada,Food,2002=100,2.3,132.9
2013-02-01,Canada,Mortgage interest cost,2002=100,2.85,106.1
2013-02-01,Canada,Transportation,2002=100,2.176,130.3
2013-02-01,Canada,All-items excluding food,2002=100,2.284,120.7
2013-02-01,Canada,All-items excluding food and energy,2002=100,2.285,116.9
2013-02-01,Canada,Energy,2002=100,2.288,160.1
2013-02-01,Canada,Goods,2002=100,2.274,115.2
2013-02-01,Canada,Services,2002=100,2.282,130.1
2013-03-01,Canada,All-items,2002=100,2.2,122.9
2013-03-01,Canada,Food,2002=100,2.3,132.4
2013-03-01,Canada,Mortgage interest cost,2002=100,2.85,106.3
2013-03-01,Canada,Transportation,2002=100,2.176,129.5
2013-03-01,Canada,All-items excluding food,2002=100,2.284,121
2013-03-01,Canada,All-items excluding food and energy,2002=100,2.285,117.2
2013-03-01,Canada,Energy,2002=100,2.288,159.9
2013-03-01,Canada,Goods,2002=100,2.274,115.4
2013-03-01,Canada,Services,2002=100,2.282,130.3
2013-04-01,Canada,All-items,2002=100,2.2,122.7
2013-04-01,Canada,Food,2002=100,2.3,132.1
2013-04-01,Canada,Mortgage interest cost,2002=100,2.85,105.6
2013-04-01,Canada,Transportation,2002=100,2.176,128.6
2013-04-01,Canada,All-items excluding food,2002=100,2.284,120.8
2013-04-01,Canada,All-items excluding food and energy,2002=100,2.285,117.2
2013-04-01,Canada,Energy,2002=100,2.288,158
2013-04-01,Canada,Goods,2002=100,2.274,114.9
2013-04-01,Canada,Services,2002=100,2.282,130.3
2013-05-01,Canada,All-items,2002=100,2.2,123
2013-05-01,Canada,Food,2002=100,2.3,132.6
2013-05-01,Canada,Mortgage interest cost,2002=100,2.85,105.5
2013-05-01,Canada,Transportation,2002=100,2.176,129.2
2013-05-01,Canada,All-items excluding food,2002=100,2.284,121.1
2013-05-01,Canada,All-items excluding food and energy,2002=100,2.285,117.3
2013-05-01,Canada,Energy,2002=100,2.288,159.3
2013-05-01,Canada,Goods,2002=100,2.274,115
2013-05-01,Canada,Services,2002=100,2.282,130.9
2013-06-01,Canada,All-items,2002=100,2.2,123
2013-06-01,Canada,Food,2002=100,2.3,132.5
2013-06-01,Canada,Mortgage interest cost,2002=100,2.85,105.4
2013-06-01,Canada,Transportation,2002=100,2.176,130.2
2013-06-01,Canada,All-items excluding food,2002=100,2.284,121.1
2013-06-01,Canada,All-items excluding food and energy,2002=100,2.285,117.2
2013-06-01,Canada,Energy,2002=100,2.288,162.1
2013-06-01,Canada,Goods,2002=100,2.274,114.8
2013-06-01,Canada,Services,2002=100,2.282,131.1
2013-07-01,Canada,All-items,2002=100,2.2,123.1
2013-07-01,Canada,Food,2002=100,2.3,132.7
2013-07-01,Canada,Mortgage interest cost,2002=100,2.85,105
2013-07-01,Canada,Transportation,2002=100,2.176,129.8
2013-07-01,Canada,All-items excluding food,2002=100,2.284,121.2
2013-07-01,Canada,All-items excluding food and energy,2002=100,2.285,117.1
2013-07-01,Canada,Energy,2002=100,2.288,164.2
2013-07-01,Canada,Goods,2002=100,2.274,114.7
2013-07-01,Canada,Services,2002=100,2.282,131.5
2013-08-01,Canada,All-items,2002=100,2.2,123.1
2013-08-01,Canada,Food,2002=100,2.3,133
2013-08-01,Canada,Mortgage interest cost,2002=100,2.85,104.9
2013-08-01,Canada,Transportation,2002=100,2.176,129.2
2013-08-01,Canada,All-items excluding food,2002=100,2.284,121.2
2013-08-01,Canada,All-items excluding food and energy,2002=100,2.285,117.1
2013-08-01,Canada,Energy,2002=100,2.288,163
2013-08-01,Canada,Goods,2002=100,2.274,114.7
2013-08-01,Canada,Services,2002=100,2.282,131.6
2013-09-01,Canada,All-items,2002=100,2.2,123.3
2013-09-01,Canada,Food,2002=100,2.3,131.9
2013-09-01,Canada,Mortgage interest cost,2002=100,2.85,105
2013-09-01,Canada,Transportation,2002=100,2.176,129.3
2013-09-01,Canada,All-items excluding food,2002=100,2.284,121.6
2013-09-01,Canada,All-items excluding food and energy,2002=100,2.285,117.5
2013-09-01,Canada,Energy,2002=100,2.288,163
2013-09-01,Canada,Goods,2002=100,2.274,114.8
2013-09-01,Canada,Services,2002=100,2.282,131.7
2013-10-01,Canada,All-items,2002=100,2.2,123
2013-10-01,Canada,Food,2002=100,2.3,131.7
2013-10-01,Canada,Mortgage interest cost,2002=100,2.85,105
2013-10-01,Canada,Transportation,2002=100,2.176,128.5
2013-10-01,Canada,All-items excluding food,2002=100,2.284,121.3
2013-10-01,Canada,All-items excluding food and energy,2002=100,2.285,117.8
2013-10-01,Canada,Energy,2002=100,2.288,157
2013-10-01,Canada,Goods,2002=100,2.274,114.3
2013-10-01,Canada,Services,2002=100,2.282,131.8
2013-11-01,Canada,All-items,2002=100,2.2,123
2013-11-01,Canada,Food,2002=100,2.3,132.8
2013-11-01,Canada,Mortgage interest cost,2002=100,2.85,105.2
2013-11-01,Canada,Transportation,2002=100,2.176,128
2013-11-01,Canada,All-items excluding food,2002=100,2.284,121.1
2013-11-01,Canada,All-items excluding food and energy,2002=100,2.285,117.5
2013-11-01,Canada,Energy,2002=100,2.288,157.4
2013-11-01,Canada,Goods,2002=100,2.274,114.3
2013-11-01,Canada,Services,2002=100,2.282,131.8
2013-12-01,Canada,All-items,2002=100,2.2,122.7
2013-12-01,Canada,Food,2002=100,2.3,132.5
2013-12-01,Canada,Mortgage interest cost,2002=100,2.85,105.4
2013-12-01,Canada,Transportation,2002=100,2.176,128.5
2013-12-01,Canada,All-items excluding food,2002=100,2.284,120.8
2013-12-01,Canada,All-items excluding food and energy,2002=100,2.285,117.1
2013-12-01,Canada,Energy,2002=100,2.288,158.9
2013-12-01,Canada,Goods,2002=100,2.274,113.8
2013-12-01,Canada,Services,2002=100,2.282,131.7
2014-01-01,Canada,All-items,2002=100,2.2,123.1
2014-01-01,Canada,Food,2002=100,2.3,133
2014-01-01,Canada,Mortgage interest cost,2002=100,2.85,105.6
2014-01-01,Canada,Transportation,2002=100,2.176,129.2
2014-01-01,Canada,All-items excluding food,2002=100,2.284,121.1
2014-01-01,Canada,All-items excluding food and energy,2002=100,2.285,117.3
2014-01-01,Canada,Energy,2002=100,2.288,160.2
2014-01-01,Canada,Goods,2002=100,2.274,114.2
2014-01-01,Canada,Services,2002=100,2.282,131.9
2014-02-01,Canada,All-items,2002=100,2.2,124.1
2014-02-01,Canada,Food,2002=100,2.3,134.3
2014-02-01,Canada,Mortgage interest cost,2002=100,2.85,105.6
2014-02-01,Canada,Transportation,2002=100,2.176,130.8
2014-02-01,Canada,All-items excluding food,2002=100,2.284,122.1
2014-02-01,Canada,All-items excluding food and energy,2002=100,2.285,118.2
2014-02-01,Canada,Energy,2002=100,2.288,162.6
2014-02-01,Canada,Goods,2002=100,2.274,115.6
2014-02-01,Canada,Services,2002=100,2.282,132.5
2014-03-01,Canada,All-items,2002=100,2.2,124.8
2014-03-01,Canada,Food,2002=100,2.3,134.4
2014-03-01,Canada,Mortgage interest cost,2002=100,2.85,105.7
2014-03-01,Canada,Transportation,2002=100,2.176,131.7
2014-03-01,Canada,All-items excluding food,2002=100,2.284,122.9
2014-03-01,Canada,All-items excluding food and energy,2002=100,2.285,118.6
2014-03-01,Canada,Energy,2002=100,2.288,167.2
2014-03-01,Canada,Goods,2002=100,2.274,117
2014-03-01,Canada,Services,2002=100,2.282,132.5
2014-04-01,Canada,All-items,2002=100,2.2,125.2
2014-04-01,Canada,Food,2002=100,2.3,134.6
2014-04-01,Canada,Mortgage interest cost,2002=100,2.85,105.8
2014-04-01,Canada,Transportation,2002=100,2.176,132.2
2014-04-01,Canada,All-items excluding food,2002=100,2.284,123.4
2014-04-01,Canada,All-items excluding food and energy,2002=100,2.285,118.8
2014-04-01,Canada,Energy,2002=100,2.288,171.2
2014-04-01,Canada,Goods,2002=100,2.274,117.5
2014-04-01,Canada,Services,2002=100,2.282,132.9
2014-05-01,Canada,All-items,2002=100,2.2,125.8
2014-05-01,Canada,Food,2002=100,2.3,135.7
2014-05-01,Canada,Mortgage interest cost,2002=100,2.85,105.7
2014-05-01,Canada,Transportation,2002=100,2.176,132.7
2014-05-01,Canada,All-items excluding food,2002=100,2.284,123.8
2014-05-01,Canada,All-items excluding food and energy,2002=100,2.285,119.1
2014-05-01,Canada,Energy,2002=100,2.288,172.7
2014-05-01,Canada,Goods,2002=100,2.274,117.9
2014-05-01,Canada,Services,2002=100,2.282,133.6
2014-06-01,Canada,All-items,2002=100,2.2,125.9
2014-06-01,Canada,Food,2002=100,2.3,136.4
2014-06-01,Canada,Mortgage interest cost,2002=100,2.85,105.5
2014-06-01,Canada,Transportation,2002=100,2.176,133.1
2014-06-01,Canada,All-items excluding food,2002=100,2.284,123.8
2014-06-01,Canada,All-items excluding food and energy,2002=100,2.285,119.1
2014-06-01,Canada,Energy,2002=100,2.288,173
2014-06-01,Canada,Goods,2002=100,2.274,117.8
2014-06-01,Canada,Services,2002=100,2.282,133.9
2014-07-01,Canada,All-items,2002=100,2.2,125.7
2014-07-01,Canada,Food,2002=100,2.3,136.5
2014-07-01,Canada,Mortgage interest cost,2002=100,2.85,105.3
2014-07-01,Canada,Transportation,2002=100,2.176,131.5
2014-07-01,Canada,All-items excluding food,2002=100,2.284,123.6
2014-07-01,Canada,All-items excluding food and energy,2002=100,2.285,118.9
2014-07-01,Canada,Energy,2002=100,2.288,171.9
2014-07-01,Canada,Goods,2002=100,2.274,117.1
2014-07-01,Canada,Services,2002=100,2.282,134.2
2014-08-01,Canada,All-items,2002=100,2.2,125.7
2014-08-01,Canada,Food,2002=100,2.3,135.9
2014-08-01,Canada,Mortgage interest cost,2002=100,2.85,104.9
2014-08-01,Canada,Transportation,2002=100,2.176,130.8
2014-08-01,Canada,All-items excluding food,2002=100,2.284,123.7
2014-08-01,Canada,All-items excluding food and energy,2002=100,2.285,119.4
2014-08-01,Canada,Energy,2002=100,2.288,168.3
2014-08-01,Canada,Goods,2002=100,2.274,116.7
2014-08-01,Canada,Services,2002=100,2.282,134.7
2014-09-01,Canada,All-items,2002=100,2.2,125.8
2014-09-01,Canada,Food,2002=100,2.3,135.5
2014-09-01,Canada,Mortgage interest cost,2002=100,2.85,104.8
2014-09-01,Canada,Transportation,2002=100,2.176,130
2014-09-01,Canada,All-items excluding food,2002=100,2.284,123.9
2014-09-01,Canada,All-items excluding food and energy,2002=100,2.285,119.7
2014-09-01,Canada,Energy,2002=100,2.288,167.4
2014-09-01,Canada,Goods,2002=100,2.274,116.9
2014-09-01,Canada,Services,2002=100,2.282,134.8
2014-10-01,Canada,All-items,2002=100,2.2,125.9
2014-10-01,Canada,Food,2002=100,2.3,135.4
2014-10-01,Canada,Mortgage interest cost,2002=100,2.85,104.8
2014-10-01,Canada,Transportation,2002=100,2.176,129.9
2014-10-01,Canada,All-items excluding food,2002=100,2.284,124.1
2014-10-01,Canada,All-items excluding food and energy,2002=100,2.285,120.2
2014-10-01,Canada,Energy,2002=100,2.288,163.6
2014-10-01,Canada,Goods,2002=100,2.274,116.9
2014-10-01,Canada,Services,2002=100,2.282,134.9
2014-11-01,Canada,All-items,2002=100,2.2,125.4
2014-11-01,Canada,Food,2002=100,2.3,136.9
2014-11-01,Canada,Mortgage interest cost,2002=100,2.85,104.7
2014-11-01,Canada,Transportation,2002=100,2.176,127.7
2014-11-01,Canada,All-items excluding food,2002=100,2.284,123.1
2014-11-01,Canada,All-items excluding food and energy,2002=100,2.285,119.8
2014-11-01,Canada,Energy,2002=100,2.288,156.5
2014-11-01,Canada,Goods,2002=100,2.274,116.2
2014-11-01,Canada,Services,2002=100,2.282,134.5
2014-12-01,Canada,All-items,2002=100,2.2,124.5
2014-12-01,Canada,Food,2002=100,2.3,137.4
2014-12-01,Canada,Mortgage interest cost,2002=100,2.85,104.7
2014-12-01,Canada,Transportation,2002=100,2.176,124.9
2014-12-01,Canada,All-items excluding food,2002=100,2.284,122
2014-12-01,Canada,All-items excluding food and energy,2002=100,2.285,119.3
2014-12-01,Canada,Energy,2002=100,2.288,148.7
2014-12-01,Canada,Goods,2002=100,2.274,114.6
2014-12-01,Canada,Services,2002=100,2.282,134.5
2015-01-01,Canada,All-items,2002=100,2.2,124.3
2015-01-01,Canada,Food,2002=100,2.3,139.1
2015-01-01,Canada,Mortgage interest cost,2002=100,2.85,104.8
2015-01-01,Canada,Transportation,2002=100,2.176,122.4
2015-01-01,Canada,All-items excluding food,2002=100,2.284,121.5
2015-01-01,Canada,All-items excluding food and energy,2002=100,2.285,119.5
2015-01-01,Canada,Energy,2002=100,2.288,139.5
2015-01-01,Canada,Goods,2002=100,2.274,114
2015-01-01,Canada,Services,2002=100,2.282,134.7
2015-02-01,Canada,All-items,2002=100,2.2,125.4
2015-02-01,Canada,Food,2002=100,2.3,139.5
2015-02-01,Canada,Mortgage interest cost,2002=100,2.85,104.9
2015-02-01,Canada,Transportation,2002=100,2.176,124.3
2015-02-01,Canada,All-items excluding food,2002=100,2.284,122.7
2015-02-01,Canada,All-items excluding food and energy,2002=100,2.285,120.3
2015-02-01,Canada,Energy,2002=100,2.288,145.1
2015-02-01,Canada,Goods,2002=100,2.274,115.3
2015-02-01,Canada,Services,2002=100,2.282,135.5
2015-03-01,Canada,All-items,2002=100,2.2,126.3
2015-03-01,Canada,Food,2002=100,2.3,139.5
2015-03-01,Canada,Mortgage interest cost,2002=100,2.85,105
2015-03-01,Canada,Transportation,2002=100,2.176,126.6
2015-03-01,Canada,All-items excluding food,2002=100,2.284,123.7
2015-03-01,Canada,All-items excluding food and energy,2002=100,2.285,121
2015-03-01,Canada,Energy,2002=100,2.288,149.8
2015-03-01,Canada,Goods,2002=100,2.274,117
2015-03-01,Canada,Services,2002=100,2.282,135.6
2015-04-01,Canada,All-items,2002=100,2.2,126.2
2015-04-01,Canada,Food,2002=100,2.3,139.4
2015-04-01,Canada,Mortgage interest cost,2002=100,2.85,104.9
2015-04-01,Canada,Transportation,2002=100,2.176,126.6
2015-04-01,Canada,All-items excluding food,2002=100,2.284,123.6
2015-04-01,Canada,All-items excluding food and energy,2002=100,2.285,121
2015-04-01,Canada,Energy,2002=100,2.288,148.1
2015-04-01,Canada,Goods,2002=100,2.274,116.7
2015-04-01,Canada,Services,2002=100,2.282,135.6
2015-05-01,Canada,All-items,2002=100,2.2,126.9
2015-05-01,Canada,Food,2002=100,2.3,140.8
2015-05-01,Canada,Mortgage interest cost,2002=100,2.85,104.7
2015-05-01,Canada,Transportation,2002=100,2.176,128
2015-05-01,Canada,All-items excluding food,2002=100,2.284,124.2
2015-05-01,Canada,All-items excluding food and energy,2002=100,2.285,121.3
2015-05-01,Canada,Energy,2002=100,2.288,152.4
2015-05-01,Canada,Goods,2002=100,2.274,117.6
2015-05-01,Canada,Services,2002=100,2.282,136.2
2015-06-01,Canada,All-items,2002=100,2.2,127.2
2015-06-01,Canada,Food,2002=100,2.3,141
2015-06-01,Canada,Mortgage interest cost,2002=100,2.85,104.7
2015-06-01,Canada,Transportation,2002=100,2.176,129.6
2015-06-01,Canada,All-items excluding food,2002=100,2.284,124.6
2015-06-01,Canada,All-items excluding food and energy,2002=100,2.285,121.3
2015-06-01,Canada,Energy,2002=100,2.288,157.5
2015-06-01,Canada,Goods,2002=100,2.274,118
2015-06-01,Canada,Services,2002=100,2.282,136.5
2015-07-01,Canada,All-items,2002=100,2.2,127.3
2015-07-01,Canada,Food,2002=100,2.3,140.9
2015-07-01,Canada,Mortgage interest cost,2002=100,2.85,103.9
2015-07-01,Canada,Transportation,2002=100,2.176,129.2
2015-07-01,Canada,All-items excluding food,2002=100,2.284,124.7
2015-07-01,Canada,All-items excluding food and energy,2002=100,2.285,121.3
2015-07-01,Canada,Energy,2002=100,2.288,159.2
2015-07-01,Canada,Goods,2002=100,2.274,117.9
2015-07-01,Canada,Services,2002=100,2.282,136.8
2015-08-01,Canada,All-items,2002=100,2.2,127.3
2015-08-01,Canada,Food,2002=100,2.3,140.8
2015-08-01,Canada,Mortgage interest cost,2002=100,2.85,103.6
2015-08-01,Canada,Transportation,2002=100,2.176,127.8
2015-08-01,Canada,All-items excluding food,2002=100,2.284,124.7
2015-08-01,Canada,All-items excluding food and energy,2002=100,2.285,121.5
2015-08-01,Canada,Energy,2002=100,2.288,156.1
2015-08-01,Canada,Goods,2002=100,2.274,117.5
2015-08-01,Canada,Services,2002=100,2.282,137.1
2015-09-01,Canada,All-items,2002=100,2.2,127.1
2015-09-01,Canada,Food,2002=100,2.3,140.3
2015-09-01,Canada,Mortgage interest cost,2002=100,2.85,103.7
2015-09-01,Canada,Transportation,2002=100,2.176,125.4
2015-09-01,Canada,All-items excluding food,2002=100,2.284,124.5
2015-09-01,Canada,All-items excluding food and energy,2002=100,2.285,121.9
2015-09-01,Canada,Energy,2002=100,2.288,149.3
2015-09-01,Canada,Goods,2002=100,2.274,116.8
2015-09-01,Canada,Services,2002=100,2.282,137.4
2015-10-01,Canada,All-items,2002=100,2.2,127.2
2015-10-01,Canada,Food,2002=100,2.3,140.9
2015-10-01,Canada,Mortgage interest cost,2002=100,2.85,103.6
2015-10-01,Canada,Transportation,2002=100,2.176,125.8
2015-10-01,Canada,All-items excluding food,2002=100,2.284,124.6
2015-10-01,Canada,All-items excluding food and energy,2002=100,2.285,122.2
2015-10-01,Canada,Energy,2002=100,2.288,146.6
2015-10-01,Canada,Goods,2002=100,2.274,117.1
2015-10-01,Canada,Services,2002=100,2.282,137.4
2015-11-01,Canada,All-items,2002=100,2.2,127.1
2015-11-01,Canada,Food,2002=100,2.3,141.6
2015-11-01,Canada,Mortgage interest cost,2002=100,2.85,103.4
2015-11-01,Canada,Transportation,2002=100,2.176,126.3
2015-11-01,Canada,All-items excluding food,2002=100,2.284,124.3
2015-11-01,Canada,All-items excluding food and energy,2002=100,2.285,121.9
2015-11-01,Canada,Energy,2002=100,2.288,146.5
2015-11-01,Canada,Goods,2002=100,2.274,117.3
2015-11-01,Canada,Services,2002=100,2.282,136.9
2015-12-01,Canada,All-items,2002=100,2.2,126.5
2015-12-01,Canada,Food,2002=100,2.3,142.5
2015-12-01,Canada,Mortgage interest cost,2002=100,2.85,103.3
2015-12-01,Canada,Transportation,2002=100,2.176,125.6
2015-12-01,Canada,All-items excluding food,2002=100,2.284,123.5
2015-12-01,Canada,All-items excluding food and energy,2002=100,2.285,121.3
2015-12-01,Canada,Energy,2002=100,2.288,143.4
2015-12-01,Canada,Goods,2002=100,2.274,116.3
2015-12-01,Canada,Services,2002=100,2.282,136.8
2016-01-01,Canada,All-items,2002=100,2.2,126.8
2016-01-01,Canada,Food,2002=100,2.3,144.6
2016-01-01,Canada,Mortgage interest cost,2002=100,2.85,103.4
2016-01-01,Canada,Transportation,2002=100,2.176,125.1
2016-01-01,Canada,All-items excluding food,2002=100,2.284,123.4
2016-01-01,Canada,All-items excluding food and energy,2002=100,2.285,121.6
2016-01-01,Canada,Energy,2002=100,2.288,139
2016-01-01,Canada,Goods,2002=100,2.274,116.6
2016-01-01,Canada,Services,2002=100,2.282,137
2016-02-01,Canada,All-items,2002=100,2.2,127.1
2016-02-01,Canada,Food,2002=100,2.3,145
2016-02-01,Canada,Mortgage interest cost,2002=100,2.85,103.4
2016-02-01,Canada,Transportation,2002=100,2.176,123.7
2016-02-01,Canada,All-items excluding food,2002=100,2.284,123.7
2016-02-01,Canada,All-items excluding food and energy,2002=100,2.285,122.3
2016-02-01,Canada,Energy,2002=100,2.288,134.6
2016-02-01,Canada,Goods,2002=100,2.274,116.5
2016-02-01,Canada,Services,2002=100,2.282,137.7
2016-03-01,Canada,All-items,2002=100,2.2,127.9
2016-03-01,Canada,Food,2002=100,2.3,144.5
2016-03-01,Canada,Mortgage interest cost,2002=100,2.85,103.4
2016-03-01,Canada,Transportation,2002=100,2.176,125.3
2016-03-01,Canada,All-items excluding food,2002=100,2.284,124.8
2016-03-01,Canada,All-items excluding food and energy,2002=100,2.285,123.1
2016-03-01,Canada,Energy,2002=100,2.288,138.1
2016-03-01,Canada,Goods,2002=100,2.274,117.8
2016-03-01,Canada,Services,2002=100,2.282,138
2016-04-01,Canada,All-items,2002=100,2.2,128.3
2016-04-01,Canada,Food,2002=100,2.3,143.8
2016-04-01,Canada,Mortgage interest cost,2002=100,2.85,103.3
2016-04-01,Canada,Transportation,2002=100,2.176,127.8
2016-04-01,Canada,All-items excluding food,2002=100,2.284,125.3
2016-04-01,Canada,All-items excluding food and energy,2002=100,2.285,123.3
2016-04-01,Canada,Energy,2002=100,2.288,143.4
2016-04-01,Canada,Goods,2002=100,2.274,118.6
2016-04-01,Canada,Services,2002=100,2.282,138
2016-05-01,Canada,All-items,2002=100,2.2,128.8
2016-05-01,Canada,Food,2002=100,2.3,143.3
2016-05-01,Canada,Mortgage interest cost,2002=100,2.85,103.3
2016-05-01,Canada,Transportation,2002=100,2.176,129.4
2016-05-01,Canada,All-items excluding food,2002=100,2.284,126.1
2016-05-01,Canada,All-items excluding food and energy,2002=100,2.285,123.8
2016-05-01,Canada,Energy,2002=100,2.288,146.9
2016-05-01,Canada,Goods,2002=100,2.274,118.9
2016-05-01,Canada,Services,2002=100,2.282,138.8
2016-06-01,Canada,All-items,2002=100,2.2,129.1
2016-06-01,Canada,Food,2002=100,2.3,142.8
2016-06-01,Canada,Mortgage interest cost,2002=100,2.85,103.3
2016-06-01,Canada,Transportation,2002=100,2.176,131
2016-06-01,Canada,All-items excluding food,2002=100,2.284,126.5
2016-06-01,Canada,All-items excluding food and energy,2002=100,2.285,123.9
2016-06-01,Canada,Energy,2002=100,2.288,150.6
2016-06-01,Canada,Goods,2002=100,2.274,119.1
2016-06-01,Canada,Services,2002=100,2.282,139.1
2016-07-01,Canada,All-items,2002=100,2.2,128.9
2016-07-01,Canada,Food,2002=100,2.3,143.2
2016-07-01,Canada,Mortgage interest cost,2002=100,2.85,103.2
2016-07-01,Canada,Transportation,2002=100,2.176,128.9
2016-07-01,Canada,All-items excluding food,2002=100,2.284,126.1
2016-07-01,Canada,All-items excluding food and energy,2002=100,2.285,123.8
2016-07-01,Canada,Energy,2002=100,2.288,147.4
2016-07-01,Canada,Goods,2002=100,2.274,118.2
2016-07-01,Canada,Services,2002=100,2.282,139.7
2016-08-01,Canada,All-items,2002=100,2.2,128.7
2016-08-01,Canada,Food,2002=100,2.3,142.3
2016-08-01,Canada,Mortgage interest cost,2002=100,2.85,103
2016-08-01,Canada,Transportation,2002=100,2.176,128.2
2016-08-01,Canada,All-items excluding food,2002=100,2.284,126.1
2016-08-01,Canada,All-items excluding food and energy,2002=100,2.285,123.8
2016-08-01,Canada,Energy,2002=100,2.288,147
2016-08-01,Canada,Goods,2002=100,2.274,117.9
2016-08-01,Canada,Services,2002=100,2.282,139.6
2016-09-01,Canada,All-items,2002=100,2.2,128.8
2016-09-01,Canada,Food,2002=100,2.3,140.4
2016-09-01,Canada,Mortgage interest cost,2002=100,2.85,102.9
2016-09-01,Canada,Transportation,2002=100,2.176,128.3
2016-09-01,Canada,All-items excluding food,2002=100,2.284,126.5
2016-09-01,Canada,All-items excluding food and energy,2002=100,2.285,124.3
2016-09-01,Canada,Energy,2002=100,2.288,147.3
2016-09-01,Canada,Goods,2002=100,2.274,117.8
2016-09-01,Canada,Services,2002=100,2.282,139.9
2016-10-01,Canada,All-items,2002=100,2.2,129.1
2016-10-01,Canada,Food,2002=100,2.3,139.9
2016-10-01,Canada,Mortgage interest cost,2002=100,2.85,102.8
2016-10-01,Canada,Transportation,2002=100,2.176,129.6
2016-10-01,Canada,All-items excluding food,2002=100,2.284,127
2016-10-01,Canada,All-items excluding food and energy,2002=100,2.285,124.5
2016-10-01,Canada,Energy,2002=100,2.288,150.2
2016-10-01,Canada,Goods,2002=100,2.274,118.3
2016-10-01,Canada,Services,2002=100,2.282,139.9
2016-11-01,Canada,All-items,2002=100,2.2,128.6
2016-11-01,Canada,Food,2002=100,2.3,140.6
2016-11-01,Canada,Mortgage interest cost,2002=100,2.85,102.9
2016-11-01,Canada,Transportation,2002=100,2.176,128.1
2016-11-01,Canada,All-items excluding food,2002=100,2.284,126.2
2016-11-01,Canada,All-items excluding food and energy,2002=100,2.285,124
2016-11-01,Canada,Energy,2002=100,2.288,146.8
2016-11-01,Canada,Goods,2002=100,2.274,117.6
2016-11-01,Canada,Services,2002=100,2.282,139.6
2016-12-01,Canada,All-items,2002=100,2.2,128.4
2016-12-01,Canada,Food,2002=100,2.3,140.6
